,subject,trial,rt,choice,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2,n_items,dataset
18774,99,671,1892.0,1.0,4.0,7.0,,0.35294117647058826,0.6470588235294118,,2,tavares2017
18776,99,673,5432.0,0.0,4.0,4.0,,0.5130252100840336,0.4869747899159664,,2,tavares2017
18778,99,675,1234.0,0.0,10.0,1.0,,0.6338329764453962,0.36616702355460384,,2,tavares2017
18780,99,677,1276.0,1.0,7.0,10.0,,0.17598343685300208,0.8240165631469979,,2,tavares2017
18782,99,679,2188.0,1.0,4.0,7.0,,0.421978021978022,0.578021978021978,,2,tavares2017
18784,99,681,1372.0,0.0,7.0,4.0,,0.7352380952380952,0.26476190476190475,,2,tavares2017
18786,99,683,4268.0,1.0,1.0,1.0,,0.2549222797927461,0.7450777202072539,,2,tavares2017
18788,99,685,1574.0,1.0,1.0,7.0,,0.27702702702702703,0.722972972972973,,2,tavares2017
18790,99,687,2340.0,0.0,10.0,4.0,,0.8314944834503509,0.16850551654964896,,2,tavares2017
18792,99,689,1284.0,1.0,1.0,7.0,,0.18329938900203666,0.8167006109979633,,2,tavares2017
18794,99,691,1712.0,0.0,10.0,1.0,,0.5301724137931034,0.4698275862068966,,2,tavares2017
18796,99,693,3652.0,0.0,7.0,1.0,,0.4984207201516109,0.5015792798483891,,2,tavares2017
18798,99,695,3150.0,1.0,1.0,7.0,,0.20947446336047373,0.7905255366395263,,2,tavares2017
18800,99,697,1782.0,1.0,4.0,10.0,,0.2814710042432815,0.7185289957567186,,2,tavares2017
18802,99,699,2312.0,1.0,7.0,1.0,,0.32989690721649484,0.6701030927835051,,2,tavares2017
18804,99,701,2016.0,0.0,10.0,4.0,,0.5261282660332541,0.4738717339667458,,2,tavares2017
18806,99,703,2782.0,1.0,4.0,7.0,,0.14728033472803348,0.8527196652719665,,2,tavares2017
18808,99,705,3540.0,1.0,7.0,7.0,,0.4405684754521964,0.5594315245478036,,2,tavares2017
18810,99,707,2660.0,1.0,4.0,7.0,,0.3762029746281715,0.6237970253718286,,2,tavares2017
18812,99,709,6464.0,1.0,1.0,1.0,,0.6142581888246628,0.3857418111753372,,2,tavares2017
18814,99,711,2242.0,1.0,4.0,1.0,,0.4466824644549763,0.5533175355450237,,2,tavares2017
18816,99,713,4460.0,0.0,4.0,10.0,,0.4716481187069422,0.5283518812930578,,2,tavares2017
18818,99,715,1320.0,1.0,4.0,4.0,,0.421259842519685,0.5787401574803149,,2,tavares2017
18820,99,717,9268.0,1.0,10.0,7.0,,0.3688460536598072,0.6311539463401927,,2,tavares2017
18822,99,719,11680.0,0.0,10.0,7.0,,0.5357354979212037,0.4642645020787962,,2,tavares2017
18824,99,721,5440.0,0.0,10.0,4.0,,0.7029423619508263,0.2970576380491737,,2,tavares2017
18826,99,723,2372.0,0.0,1.0,1.0,,0.6313131313131313,0.3686868686868687,,2,tavares2017
18828,99,725,3194.0,0.0,7.0,1.0,,0.20362622036262204,0.7963737796373779,,2,tavares2017
18830,99,727,3792.0,1.0,4.0,4.0,,0.5567226890756303,0.4432773109243697,,2,tavares2017
18832,99,729,3634.0,1.0,7.0,10.0,,0.20159313725490197,0.7984068627450981,,2,tavares2017
18834,99,731,2434.0,1.0,4.0,7.0,,0.5009842519685039,0.4990157480314961,,2,tavares2017
18836,99,733,1870.0,0.0,10.0,1.0,,0.7424836601307191,0.257516339869281,,2,tavares2017
18838,99,735,1494.0,1.0,1.0,7.0,,0.5687919463087249,0.4312080536912752,,2,tavares2017
18840,99,737,2454.0,0.0,4.0,1.0,,0.5179640718562875,0.4820359281437126,,2,tavares2017
18842,99,739,2264.0,0.0,1.0,1.0,,0.4591265397536394,0.5408734602463606,,2,tavares2017
18844,99,741,2422.0,1.0,1.0,7.0,,0.3721163490471414,0.6278836509528586,,2,tavares2017
18846,99,743,1598.0,0.0,7.0,4.0,,0.5195618153364632,0.4804381846635368,,2,tavares2017
18848,99,745,7872.0,0.0,4.0,4.0,,0.5292999683243585,0.4707000316756415,,2,tavares2017
18850,99,747,7358.0,0.0,10.0,7.0,,0.3472998137802607,0.6527001862197392,,2,tavares2017
18852,99,749,1604.0,1.0,1.0,7.0,,0.598159509202454,0.401840490797546,,2,tavares2017
18854,99,751,2216.0,0.0,4.0,1.0,,0.6801346801346801,0.31986531986531985,,2,tavares2017
18856,99,753,2348.0,1.0,1.0,7.0,,0.2377777777777777,0.7622222222222222,,2,tavares2017
18858,99,755,4692.0,1.0,4.0,7.0,,0.3071394345951126,0.6928605654048874,,2,tavares2017
18860,99,757,7594.0,1.0,1.0,10.0,,0.2889582741981266,0.7110417258018734,,2,tavares2017
18862,99,759,1464.0,0.0,10.0,7.0,,0.5621805792163543,0.4378194207836457,,2,tavares2017
18864,99,761,7566.0,0.0,7.0,7.0,,0.7755102040816326,0.22448979591836726,,2,tavares2017
18866,99,763,4474.0,1.0,4.0,7.0,,0.4573045267489712,0.5426954732510288,,2,tavares2017
18868,99,765,1746.0,1.0,1.0,10.0,,0.33426573426573425,0.6657342657342658,,2,tavares2017
18870,99,767,1116.0,0.0,7.0,1.0,,0.5644768856447688,0.4355231143552312,,2,tavares2017
18872,99,769,5184.0,1.0,4.0,1.0,,0.1956521739130435,0.8043478260869565,,2,tavares2017
18874,99,771,4474.0,0.0,4.0,4.0,,0.5921724333522405,0.4078275666477595,,2,tavares2017
18876,99,773,4404.0,1.0,1.0,4.0,,0.47775746496039,0.5222425350396099,,2,tavares2017
18878,99,775,1622.0,1.0,1.0,4.0,,0.3181102362204725,0.6818897637795276,,2,tavares2017
18880,99,777,1440.0,0.0,7.0,7.0,,0.6336996336996337,0.3663003663003663,,2,tavares2017
18882,99,779,3236.0,1.0,4.0,10.0,,0.4269741439552761,0.573025856044724,,2,tavares2017
18884,99,781,2194.0,0.0,7.0,10.0,,0.3575685339690107,0.6424314660309892,,2,tavares2017
18886,99,783,1856.0,1.0,4.0,10.0,,0.40312093628088425,0.5968790637191157,,2,tavares2017
18888,99,785,2890.0,1.0,1.0,4.0,,0.4331683168316832,0.5668316831683168,,2,tavares2017
18890,99,787,2232.0,0.0,4.0,1.0,,0.5976267529665588,0.4023732470334412,,2,tavares2017
18892,99,789,2114.0,1.0,7.0,7.0,,0.3903345724907063,0.6096654275092936,,2,tavares2017
18894,99,791,2560.0,0.0,10.0,4.0,,0.5443213296398892,0.4556786703601108,,2,tavares2017
18896,99,793,1394.0,1.0,4.0,10.0,,0.4694244604316547,0.5305755395683454,,2,tavares2017
18898,99,795,2196.0,1.0,7.0,7.0,,0.5699039487726788,0.4300960512273213,,2,tavares2017
18900,99,797,1684.0,1.0,4.0,7.0,,0.4376811594202897,0.5623188405797102,,2,tavares2017
18902,99,799,1386.0,1.0,7.0,7.0,,0.5009242144177449,0.4990757855822551,,2,tavares2017
18904,99,801,1462.0,0.0,7.0,1.0,,0.6208112874779541,0.3791887125220457,,2,tavares2017
18906,99,803,1234.0,0.0,1.0,1.0,,0.6753246753246753,0.3246753246753247,,2,tavares2017
18908,99,805,9888.0,1.0,1.0,4.0,,0.6036480686695279,0.3963519313304721,,2,tavares2017
18910,99,807,1812.0,0.0,10.0,1.0,,0.4300791556728232,0.5699208443271768,,2,tavares2017
18912,99,809,1776.0,1.0,1.0,1.0,,0.4155455904334828,0.5844544095665172,,2,tavares2017
18914,99,811,1958.0,1.0,1.0,7.0,,0.4532488114104596,0.5467511885895404,,2,tavares2017
18916,99,813,3620.0,0.0,4.0,4.0,,0.5597569209993247,0.4402430790006752,,2,tavares2017
18918,99,815,1524.0,1.0,1.0,10.0,,0.2762063227953411,0.7237936772046589,,2,tavares2017
18920,99,817,2046.0,0.0,1.0,1.0,,0.5867469879518072,0.4132530120481928,,2,tavares2017
18922,99,819,1172.0,0.0,10.0,7.0,,0.5255813953488372,0.4744186046511628,,2,tavares2017
18924,99,821,4402.0,0.0,7.0,1.0,,0.4692355500310752,0.5307644499689248,,2,tavares2017
18926,99,823,1720.0,0.0,7.0,4.0,,0.6524926686217009,0.34750733137829914,,2,tavares2017
18928,99,825,2672.0,1.0,4.0,7.0,,0.4453262786596121,0.5546737213403881,,2,tavares2017
18930,99,827,2528.0,1.0,4.0,10.0,,0.2560728744939271,0.7439271255060729,,2,tavares2017
18932,99,829,3348.0,0.0,7.0,1.0,,0.4676131322094055,0.5323868677905945,,2,tavares2017
18934,99,831,3418.0,1.0,1.0,7.0,,0.31878409976617306,0.6812159002338269,,2,tavares2017
18936,99,833,2702.0,1.0,4.0,10.0,,0.2431924882629108,0.7568075117370892,,2,tavares2017
18938,99,835,2560.0,1.0,4.0,7.0,,0.6193806193806194,0.3806193806193806,,2,tavares2017
18940,99,837,5632.0,1.0,1.0,7.0,,0.3505520504731861,0.6494479495268138,,2,tavares2017
18942,99,839,3938.0,0.0,4.0,1.0,,0.4794520547945205,0.5205479452054794,,2,tavares2017
18944,99,841,1926.0,1.0,1.0,7.0,,0.6741016109045849,0.32589838909541513,,2,tavares2017
18946,99,843,2408.0,0.0,7.0,1.0,,0.6341176470588236,0.3658823529411765,,2,tavares2017
18948,99,845,1460.0,0.0,10.0,7.0,,0.5806451612903226,0.41935483870967744,,2,tavares2017
18950,99,847,4284.0,0.0,7.0,1.0,,0.5406758448060075,0.4593241551939925,,2,tavares2017
18952,99,849,1966.0,1.0,7.0,10.0,,0.5006435006435006,0.4993564993564994,,2,tavares2017
18954,99,851,4666.0,1.0,1.0,4.0,,0.3239162201656113,0.6760837798343887,,2,tavares2017
18956,99,853,2824.0,1.0,1.0,4.0,,0.351131221719457,0.6488687782805429,,2,tavares2017
18958,99,855,1858.0,1.0,4.0,10.0,,0.4190871369294606,0.5809128630705395,,2,tavares2017
18960,99,857,3078.0,0.0,1.0,4.0,,0.3991064780342517,0.6008935219657483,,2,tavares2017
18962,99,859,1142.0,0.0,10.0,1.0,,0.6089108910891089,0.3910891089108911,,2,tavares2017
18964,99,861,2200.0,1.0,1.0,4.0,,0.21802002224694106,0.7819799777530589,,2,tavares2017
18966,99,863,2336.0,1.0,1.0,7.0,,0.3560267857142857,0.6439732142857143,,2,tavares2017
18968,99,865,2760.0,1.0,1.0,7.0,,0.3800277392510402,0.6199722607489597,,2,tavares2017
18970,99,867,4352.0,0.0,4.0,7.0,,0.600625,0.399375,,2,tavares2017
18972,99,869,5288.0,0.0,1.0,4.0,,0.6283357593401262,0.37166424065987386,,2,tavares2017
18974,99,871,4630.0,1.0,4.0,10.0,,0.41180285343709466,0.5881971465629053,,2,tavares2017
18976,99,873,1650.0,0.0,7.0,4.0,,0.5813609467455622,0.4186390532544377,,2,tavares2017
18978,99,875,2688.0,1.0,7.0,4.0,,0.31521739130434784,0.6847826086956522,,2,tavares2017
18980,99,877,1312.0,0.0,10.0,4.0,,0.534446764091858,0.465553235908142,,2,tavares2017
18982,99,879,1566.0,1.0,1.0,10.0,,0.4079861111111111,0.5920138888888888,,2,tavares2017
18984,99,881,8372.0,1.0,1.0,7.0,,0.5368088467614534,0.4631911532385466,,2,tavares2017
18986,99,883,5996.0,1.0,10.0,7.0,,0.5606557377049181,0.4393442622950819,,2,tavares2017
18988,99,885,4372.0,1.0,4.0,1.0,,0.4669603524229075,0.5330396475770925,,2,tavares2017
18990,99,887,7370.0,1.0,1.0,4.0,,0.540973505853358,0.4590264941466421,,2,tavares2017
18992,99,889,2124.0,0.0,10.0,4.0,,0.6425648021828103,0.35743519781718963,,2,tavares2017
18994,99,891,12146.0,1.0,10.0,7.0,,0.6283920161471181,0.3716079838528818,,2,tavares2017
18996,99,893,2986.0,1.0,1.0,10.0,,0.3729641693811075,0.6270358306188925,,2,tavares2017
18998,99,895,1660.0,1.0,7.0,4.0,,0.4852507374631269,0.5147492625368731,,2,tavares2017
19000,99,897,2662.0,1.0,4.0,1.0,,0.4232475598935225,0.5767524401064774,,2,tavares2017
19002,99,899,1708.0,1.0,4.0,7.0,,0.3582733812949641,0.641726618705036,,2,tavares2017
19004,99,901,1194.0,0.0,7.0,1.0,,0.6041666666666666,0.3958333333333333,,2,tavares2017
19006,99,903,3142.0,0.0,4.0,1.0,,0.5037821482602118,0.4962178517397882,,2,tavares2017
19008,99,905,3548.0,1.0,7.0,4.0,,0.4915584415584416,0.5084415584415585,,2,tavares2017
19010,99,907,2588.0,1.0,7.0,7.0,,0.25626204238921,0.74373795761079,,2,tavares2017
19012,99,909,1746.0,0.0,10.0,1.0,,0.6321022727272727,0.3678977272727273,,2,tavares2017
19014,99,911,5434.0,0.0,10.0,4.0,,0.6235772357723577,0.3764227642276423,,2,tavares2017
19016,99,913,5048.0,0.0,1.0,4.0,,0.461123595505618,0.538876404494382,,2,tavares2017
19018,99,915,3636.0,0.0,4.0,1.0,,0.3712072304712718,0.6287927695287282,,2,tavares2017
19020,99,917,1556.0,0.0,10.0,4.0,,0.4908789386401327,0.5091210613598673,,2,tavares2017
19022,99,919,3204.0,1.0,4.0,7.0,,0.6120257695060844,0.3879742304939156,,2,tavares2017
19024,99,921,1266.0,0.0,7.0,1.0,,0.6967741935483871,0.3032258064516129,,2,tavares2017
19026,99,923,3766.0,1.0,4.0,7.0,,0.5225933202357563,0.4774066797642436,,2,tavares2017
19028,99,925,1354.0,0.0,7.0,4.0,,0.523719165085389,0.476280834914611,,2,tavares2017
19030,99,927,3876.0,0.0,7.0,1.0,,0.5677811550151975,0.4322188449848025,,2,tavares2017
19032,99,929,3124.0,0.0,7.0,1.0,,0.5456656346749226,0.4543343653250774,,2,tavares2017
19034,99,931,4120.0,0.0,10.0,1.0,,0.5416058394160584,0.4583941605839416,,2,tavares2017
19036,99,933,3930.0,1.0,7.0,7.0,,0.5234042553191489,0.4765957446808511,,2,tavares2017
19038,99,935,4026.0,0.0,7.0,1.0,,0.6232638888888888,0.3767361111111111,,2,tavares2017
19040,99,937,9294.0,0.0,1.0,4.0,,0.4161175874303092,0.5838824125696909,,2,tavares2017
19042,99,939,2910.0,1.0,4.0,7.0,,0.2266450040617385,0.7733549959382616,,2,tavares2017
19044,99,941,2580.0,0.0,10.0,7.0,,0.5805626598465473,0.4194373401534527,,2,tavares2017
19046,99,943,1578.0,1.0,1.0,7.0,,0.378716744913928,0.621283255086072,,2,tavares2017
19048,99,945,1332.0,0.0,4.0,4.0,,0.6173076923076923,0.3826923076923077,,2,tavares2017
19050,99,947,1592.0,1.0,1.0,7.0,,0.37042925278219396,0.629570747217806,,2,tavares2017
19052,99,949,3068.0,1.0,1.0,7.0,,0.3593996840442338,0.6406003159557662,,2,tavares2017
19054,99,951,1764.0,1.0,7.0,10.0,,0.35104895104895106,0.6489510489510489,,2,tavares2017
19056,99,953,1980.0,1.0,4.0,4.0,,0.5265760197775031,0.4734239802224969,,2,tavares2017
19058,99,955,1712.0,1.0,1.0,4.0,,0.5838607594936709,0.4161392405063291,,2,tavares2017
19060,99,957,2852.0,1.0,1.0,4.0,,0.7372013651877133,0.2627986348122867,,2,tavares2017
19062,99,959,3576.0,0.0,4.0,4.0,,0.7,0.3,,2,tavares2017
19064,99,961,3120.0,0.0,1.0,4.0,,0.5896946564885496,0.4103053435114504,,2,tavares2017
19066,99,963,3798.0,1.0,4.0,7.0,,0.20681642137877607,0.7931835786212239,,2,tavares2017
19068,99,965,2198.0,1.0,4.0,1.0,,0.36784140969163,0.6321585903083701,,2,tavares2017
19070,99,967,1306.0,0.0,10.0,1.0,,0.6032719836400818,0.3967280163599182,,2,tavares2017
19072,99,969,2088.0,1.0,1.0,7.0,,0.4971098265895954,0.5028901734104047,,2,tavares2017
19074,99,971,2234.0,1.0,4.0,10.0,,0.6127886323268206,0.3872113676731794,,2,tavares2017
19076,99,973,5616.0,1.0,1.0,10.0,,0.18446230386528886,0.8155376961347109,,2,tavares2017
19078,99,975,1932.0,0.0,10.0,4.0,,0.4049930651872399,0.59500693481276,,2,tavares2017
19080,99,977,2372.0,0.0,7.0,1.0,,0.4217687074829932,0.5782312925170068,,2,tavares2017
19082,99,979,2734.0,0.0,7.0,1.0,,0.4681978798586573,0.5318021201413428,,2,tavares2017
19084,99,981,1406.0,0.0,7.0,4.0,,0.5282331511839709,0.4717668488160292,,2,tavares2017
19086,99,983,1596.0,1.0,1.0,7.0,,0.40584415584415584,0.5941558441558441,,2,tavares2017
19088,99,985,7462.0,1.0,7.0,7.0,,0.61089258698941,0.3891074130105901,,2,tavares2017
19090,99,987,4308.0,1.0,4.0,1.0,,0.37917594654788417,0.6208240534521158,,2,tavares2017
19092,99,989,1698.0,0.0,10.0,4.0,,0.7448818897637796,0.2551181102362205,,2,tavares2017
19094,99,991,7906.0,0.0,7.0,4.0,,0.4237339841366687,0.5762660158633313,,2,tavares2017
19096,99,993,5734.0,0.0,1.0,4.0,,0.6159860990443093,0.3840139009556907,,2,tavares2017
19098,99,995,11850.0,1.0,7.0,10.0,,0.12537630600318753,0.8746236939968125,,2,tavares2017
19100,99,997,1486.0,0.0,7.0,4.0,,0.6782006920415224,0.3217993079584775,,2,tavares2017
19102,99,999,4048.0,1.0,7.0,7.0,,0.4635383639822448,0.5364616360177552,,2,tavares2017
19104,99,1001,3084.0,0.0,10.0,7.0,,0.7210365853658537,0.2789634146341464,,2,tavares2017
19106,99,1003,3914.0,1.0,4.0,4.0,,0.3724578733294596,0.6275421266705404,,2,tavares2017
19108,99,1005,4568.0,1.0,4.0,1.0,,0.4183835182250396,0.5816164817749604,,2,tavares2017
19110,99,1007,2052.0,0.0,10.0,4.0,,0.399529964747356,0.6004700352526441,,2,tavares2017
19112,99,1009,1824.0,1.0,1.0,10.0,,0.7376681614349776,0.2623318385650224,,2,tavares2017
19114,99,1011,2902.0,0.0,4.0,1.0,,0.5058252427184466,0.4941747572815534,,2,tavares2017
19116,99,1013,2318.0,1.0,4.0,7.0,,0.3415453527435611,0.658454647256439,,2,tavares2017
19118,99,1015,1338.0,0.0,1.0,1.0,,0.7088353413654619,0.29116465863453816,,2,tavares2017
19120,99,1017,3032.0,1.0,7.0,7.0,,0.4388686131386861,0.5611313868613139,,2,tavares2017
19122,99,1019,5416.0,0.0,1.0,4.0,,0.4332329317269076,0.5667670682730924,,2,tavares2017
19124,99,1021,2186.0,0.0,10.0,4.0,,0.8366666666666667,0.16333333333333333,,2,tavares2017
19126,99,1023,4850.0,0.0,7.0,10.0,,0.5669797330696985,0.4330202669303016,,2,tavares2017
19128,99,1025,1596.0,0.0,7.0,4.0,,1.0,0.0,,2,tavares2017
19130,99,1027,9818.0,1.0,4.0,1.0,,0.4737487733071639,0.5262512266928361,,2,tavares2017
19132,99,1029,2944.0,0.0,10.0,7.0,,0.8048484848484848,0.1951515151515152,,2,tavares2017
19134,99,1031,2026.0,0.0,7.0,7.0,,1.0,0.0,,2,tavares2017
19136,99,1033,2678.0,0.0,4.0,4.0,,0.6415094339622641,0.3584905660377358,,2,tavares2017
19138,99,1035,2900.0,1.0,1.0,7.0,,0.2931726907630522,0.7068273092369478,,2,tavares2017
19140,99,1037,7690.0,1.0,4.0,1.0,,0.3298936835522201,0.6701063164477798,,2,tavares2017
19142,99,1039,1326.0,0.0,10.0,4.0,,0.5384615384615384,0.4615384615384616,,2,tavares2017
19144,99,1041,3442.0,0.0,7.0,4.0,,0.6310611384399156,0.3689388615600843,,2,tavares2017
19146,99,1043,1224.0,0.0,10.0,1.0,,0.6433408577878104,0.35665914221218964,,2,tavares2017
19148,99,1045,2402.0,0.0,4.0,1.0,,0.3965517241379311,0.603448275862069,,2,tavares2017
19150,99,1047,6458.0,0.0,1.0,1.0,,0.3183183183183183,0.6816816816816816,,2,tavares2017
19152,99,1049,3342.0,0.0,4.0,7.0,,0.4943741209563994,0.5056258790436006,,2,tavares2017
19154,99,1051,1912.0,1.0,4.0,10.0,,0.13703703703703704,0.8629629629629629,,2,tavares2017
19156,99,1053,6940.0,1.0,4.0,4.0,,0.3495720868992758,0.6504279131007241,,2,tavares2017
19158,99,1055,2086.0,1.0,4.0,7.0,,0.37964071856287424,0.6203592814371257,,2,tavares2017
19160,99,1057,1286.0,0.0,10.0,4.0,,0.6265060240963856,0.3734939759036144,,2,tavares2017
19162,99,1059,2490.0,0.0,1.0,1.0,,0.8426013195098964,0.15739868049010367,,2,tavares2017
19164,99,1061,2206.0,1.0,1.0,4.0,,0.2411504424778761,0.7588495575221239,,2,tavares2017
19166,99,1063,4648.0,1.0,7.0,4.0,,0.5178476291955247,0.4821523708044752,,2,tavares2017
19168,99,1065,1632.0,1.0,7.0,10.0,,0.3848531684698609,0.615146831530139,,2,tavares2017
19170,99,1067,4120.0,0.0,7.0,4.0,,0.6865671641791045,0.31343283582089554,,2,tavares2017
19172,99,1069,1880.0,0.0,7.0,7.0,,0.541005291005291,0.458994708994709,,2,tavares2017
19174,99,1071,7302.0,1.0,1.0,4.0,,0.5286800276434002,0.4713199723565998,,2,tavares2017
19176,99,1073,8440.0,0.0,7.0,4.0,,0.31995831162063576,0.6800416883793643,,2,tavares2017
19178,99,1075,2242.0,0.0,4.0,1.0,,0.7205479452054795,0.27945205479452057,,2,tavares2017
19180,99,1077,1482.0,1.0,7.0,7.0,,0.4470338983050847,0.5529661016949152,,2,tavares2017
19182,99,1079,4908.0,0.0,1.0,1.0,,0.4754810676598386,0.5245189323401613,,2,tavares2017
19184,99,1081,1282.0,0.0,10.0,7.0,,0.6535269709543569,0.34647302904564314,,2,tavares2017
19186,99,1083,5804.0,1.0,7.0,4.0,,0.535678391959799,0.464321608040201,,2,tavares2017
19188,99,1085,4020.0,1.0,7.0,4.0,,0.4759615384615384,0.5240384615384616,,2,tavares2017
19190,99,1087,6566.0,1.0,1.0,4.0,,0.4420812761109001,0.5579187238890999,,2,tavares2017
19192,99,1089,2336.0,1.0,1.0,7.0,,0.3076923076923077,0.6923076923076923,,2,tavares2017
19194,99,1091,1864.0,1.0,4.0,10.0,,0.5960264900662252,0.4039735099337749,,2,tavares2017
19196,99,1093,3136.0,1.0,4.0,10.0,,0.15678627145085802,0.843213728549142,,2,tavares2017
19198,99,1095,5924.0,1.0,1.0,7.0,,0.7084854014598541,0.291514598540146,,2,tavares2017
19200,99,1097,2112.0,0.0,4.0,7.0,,0.6885856079404467,0.3114143920595533,,2,tavares2017
19202,99,1099,1514.0,0.0,10.0,4.0,,0.5885947046843177,0.4114052953156823,,2,tavares2017
19204,99,1101,2674.0,1.0,4.0,10.0,,0.3420523138832998,0.6579476861167002,,2,tavares2017
19206,99,1103,3454.0,1.0,1.0,7.0,,0.5528375733855186,0.4471624266144814,,2,tavares2017
19208,99,1105,4750.0,0.0,1.0,4.0,,0.4309026007139215,0.5690973992860785,,2,tavares2017
19210,99,1107,3688.0,0.0,7.0,1.0,,0.5020297699594046,0.4979702300405954,,2,tavares2017
19212,99,1109,2712.0,0.0,10.0,4.0,,0.4116192830655129,0.5883807169344871,,2,tavares2017
19214,99,1111,1700.0,1.0,1.0,10.0,,0.4222222222222222,0.5777777777777777,,2,tavares2017
19216,99,1113,7644.0,1.0,10.0,7.0,,0.13546187228766274,0.8645381277123373,,2,tavares2017
19218,99,1115,2118.0,0.0,7.0,4.0,,1.0,0.0,,2,tavares2017
19220,99,1117,1754.0,1.0,7.0,10.0,,0.5740223463687151,0.4259776536312849,,2,tavares2017
19222,99,1119,3284.0,1.0,1.0,4.0,,0.56975505857295,0.4302449414270501,,2,tavares2017
19224,99,1121,22108.0,1.0,7.0,10.0,,0.5328006728343145,0.4671993271656855,,2,tavares2017
19226,99,1123,3172.0,0.0,7.0,1.0,,0.7865612648221344,0.2134387351778656,,2,tavares2017
19228,99,1125,1338.0,1.0,1.0,7.0,,0.35070140280561124,0.6492985971943888,,2,tavares2017
19230,99,1127,3784.0,0.0,7.0,4.0,,0.6172927002126152,0.3827072997873848,,2,tavares2017
19232,99,1129,1380.0,0.0,10.0,1.0,,0.5620300751879699,0.4379699248120301,,2,tavares2017
19234,99,1131,2510.0,1.0,7.0,10.0,,0.3439680957128614,0.6560319042871385,,2,tavares2017
19236,99,1133,10644.0,0.0,1.0,4.0,,0.4825859817152808,0.5174140182847192,,2,tavares2017
19238,99,1135,21038.0,0.0,10.0,7.0,,0.4889338560768939,0.5110661439231061,,2,tavares2017
19240,99,1137,4976.0,1.0,1.0,10.0,,0.4439930354033662,0.5560069645966338,,2,tavares2017
19242,99,1139,1788.0,0.0,10.0,1.0,,0.7856173677069199,0.21438263229308005,,2,tavares2017
19244,99,1141,3114.0,0.0,4.0,1.0,,0.4967159277504105,0.5032840722495895,,2,tavares2017
19246,99,1143,3054.0,1.0,1.0,1.0,,0.5871143375680581,0.4128856624319419,,2,tavares2017
19248,99,1145,2176.0,0.0,7.0,7.0,,0.3807982740021575,0.6192017259978425,,2,tavares2017
19250,99,1147,5574.0,0.0,7.0,1.0,,0.6742301458670988,0.3257698541329012,,2,tavares2017
19252,99,1149,1838.0,1.0,1.0,10.0,,0.3651006711409396,0.6348993288590604,,2,tavares2017
19254,99,1151,6186.0,1.0,4.0,7.0,,0.6583961010190519,0.3416038989809482,,2,tavares2017
19256,99,1153,3052.0,0.0,4.0,4.0,,0.4341994970662196,0.5658005029337804,,2,tavares2017
19258,99,1155,1974.0,1.0,4.0,10.0,,0.44903988183161,0.55096011816839,,2,tavares2017
19260,99,1157,3926.0,1.0,1.0,7.0,,0.5331820760068066,0.4668179239931934,,2,tavares2017
19262,99,1159,1082.0,1.0,7.0,10.0,,0.06770833333333333,0.9322916666666666,,2,tavares2017
19264,99,1161,11024.0,1.0,4.0,1.0,,0.5573836276083467,0.4426163723916533,,2,tavares2017
19266,99,1163,1938.0,0.0,7.0,1.0,,0.6934210526315789,0.30657894736842106,,2,tavares2017
19268,99,1165,2170.0,0.0,7.0,4.0,,0.7985865724381626,0.20141342756183744,,2,tavares2017
19270,99,1167,1860.0,0.0,10.0,4.0,,0.6021276595744681,0.3978723404255319,,2,tavares2017
19272,99,1169,2682.0,1.0,1.0,7.0,,0.4975550122249389,0.5024449877750611,,2,tavares2017
19274,99,1171,2374.0,1.0,7.0,10.0,,0.2922824302134647,0.7077175697865353,,2,tavares2017
19276,99,1173,1272.0,0.0,7.0,4.0,,0.6980676328502415,0.3019323671497585,,2,tavares2017
19278,99,1175,1662.0,1.0,1.0,7.0,,0.4587301587301587,0.5412698412698412,,2,tavares2017
19280,99,1177,1246.0,0.0,7.0,1.0,,0.5809935205183585,0.4190064794816415,,2,tavares2017
19282,99,1179,3754.0,0.0,7.0,1.0,,0.5558408215661104,0.4441591784338896,,2,tavares2017
19284,99,1181,5612.0,1.0,7.0,10.0,,0.4986072423398329,0.5013927576601671,,2,tavares2017
19286,99,1183,2320.0,1.0,4.0,7.0,,0.3696780893042576,0.6303219106957425,,2,tavares2017
19288,99,1185,8050.0,0.0,7.0,1.0,,0.5020242914979757,0.4979757085020243,,2,tavares2017
19290,99,1187,2072.0,1.0,7.0,4.0,,0.3591731266149871,0.6408268733850129,,2,tavares2017
19292,99,1189,14668.0,1.0,4.0,7.0,,0.6736281146478468,0.3263718853521532,,2,tavares2017
19294,99,1191,1104.0,0.0,7.0,1.0,,0.4747474747474748,0.5252525252525253,,2,tavares2017
19296,99,1193,1614.0,1.0,1.0,10.0,,0.25116279069767444,0.7488372093023256,,2,tavares2017
19298,99,1195,4642.0,1.0,1.0,7.0,,0.31467391304347825,0.6853260869565218,,2,tavares2017
19300,99,1197,1772.0,1.0,7.0,7.0,,0.4896836313617607,0.5103163686382394,,2,tavares2017
19302,99,1199,1256.0,0.0,7.0,1.0,,0.6158940397350994,0.3841059602649007,,2,tavares2017
19304,99,1201,1432.0,1.0,4.0,10.0,,0.2017699115044248,0.7982300884955752,,2,tavares2017
19306,99,1203,2382.0,1.0,1.0,10.0,,0.16114790286975714,0.8388520971302428,,2,tavares2017
