"","trial","rating1","rating2","rating3","roirating","rt","chosenrating","subject","eventduration","fix_num","choice1","choice2","choice3","leftroi","middleroi","rightroi","num_fixations","rev_fix_num"
"7871",16,10,2,3,10,1378,10,20,42,2,1,0,0,1,0,0,4,3
"7872",16,10,2,3,3,1378,10,20,213,3,1,0,0,0,0,1,4,2
"7873",16,10,2,3,10,1378,10,20,189,4,1,0,0,1,0,0,4,1
"7874",17,1,10,9,10,1346,10,20,98,1,0,1,0,0,1,0,1,1
"7875",18,1,6,4,1,2774,6,20,238,1,0,1,0,1,0,0,6,6
"7876",18,1,6,4,6,2774,6,20,198,2,0,1,0,0,1,0,6,5
"7877",18,1,6,4,4,2774,6,20,339,3,0,1,0,0,0,1,6,4
"7878",18,1,6,4,6,2774,6,20,391,4,0,1,0,0,1,0,6,3
"7879",18,1,6,4,1,2774,6,20,622,5,0,1,0,1,0,0,6,2
"7880",18,1,6,4,6,2774,6,20,260,6,0,1,0,0,1,0,6,1
"7881",19,1,5,8,8,2632,8,20,159,1,0,0,1,0,0,1,5,5
"7882",19,1,5,8,1,2632,8,20,99,2,0,0,1,1,0,0,5,4
"7883",19,1,5,8,5,2632,8,20,162,3,0,0,1,0,1,0,5,3
"7884",19,1,5,8,1,2632,8,20,354,4,0,0,1,1,0,0,5,2
"7885",19,1,5,8,8,2632,8,20,1058,5,0,0,1,0,0,1,5,1
"7886",20,2,3,4,3,3727,3,20,728,1,0,1,0,0,1,0,5,5
"7887",20,2,3,4,4,3727,3,20,159,2,0,1,0,0,0,1,5,4
"7888",20,2,3,4,2,3727,3,20,816,3,0,1,0,1,0,0,5,3
"7889",20,2,3,4,4,3727,3,20,125,4,0,1,0,0,0,1,5,2
"7890",20,2,3,4,3,3727,3,20,747,5,0,1,0,0,1,0,5,1
"7891",21,7,8,1,8,1251,7,20,177,1,1,0,0,0,1,0,3,3
"7892",21,7,8,1,7,1251,7,20,495,2,1,0,0,1,0,0,3,2
"7893",21,7,8,1,8,1251,7,20,20,3,1,0,0,0,1,0,3,1
"7894",22,1,2,8,8,1987,8,20,232,1,0,0,1,0,0,1,4,4
"7895",22,1,2,8,1,1987,8,20,259,2,0,0,1,1,0,0,4,3
"7896",22,1,2,8,2,1987,8,20,279,3,0,0,1,0,1,0,4,2
"7897",22,1,2,8,8,1987,8,20,704,4,0,0,1,0,0,1,4,1
"7898",23,1,2,5,2,1856,2,20,1575,1,0,1,0,0,1,0,1,1
"7899",24,1,4,7,1,1198,7,20,259,1,0,0,1,1,0,0,3,3
"7900",24,1,4,7,7,1198,7,20,439,2,0,0,1,0,0,1,3,2
"7901",24,1,4,7,4,1198,7,20,123,3,0,0,1,0,1,0,3,1
"7902",25,2,9,5,9,1851,9,20,251,1,0,1,0,0,1,0,4,4
"7903",25,2,9,5,2,1851,9,20,300,2,0,1,0,1,0,0,4,3
"7904",25,2,9,5,5,1851,9,20,216,3,0,1,0,0,0,1,4,2
"7905",25,2,9,5,9,1851,9,20,514,4,0,1,0,0,1,0,4,1
"7906",26,3,5,1,3,1956,3,20,219,1,1,0,0,1,0,0,4,4
"7907",26,3,5,1,1,1956,3,20,398,2,1,0,0,0,0,1,4,3
"7908",26,3,5,1,5,1956,3,20,359,3,1,0,0,0,1,0,4,2
"7909",26,3,5,1,3,1956,3,20,195,4,1,0,0,1,0,0,4,1
"7910",27,2,5,4,2,2825,5,20,139,1,0,1,0,1,0,0,5,5
"7911",27,2,5,4,4,2825,5,20,360,2,0,1,0,0,0,1,5,4
"7912",27,2,5,4,5,2825,5,20,380,3,0,1,0,0,1,0,5,3
"7913",27,2,5,4,2,2825,5,20,517,4,0,1,0,1,0,0,5,2
"7914",27,2,5,4,5,2825,5,20,79,5,0,1,0,0,1,0,5,1
"7915",28,8,5,9,9,3317,9,20,222,1,0,0,1,0,0,1,6,6
"7916",28,8,5,9,8,3317,9,20,259,2,0,0,1,1,0,0,6,5
"7917",28,8,5,9,5,3317,9,20,808,3,0,0,1,0,1,0,6,4
"7918",28,8,5,9,9,3317,9,20,227,4,0,0,1,0,0,1,6,3
"7919",28,8,5,9,8,3317,9,20,480,5,0,0,1,1,0,0,6,2
"7920",28,8,5,9,9,3317,9,20,247,6,0,0,1,0,0,1,6,1
"7921",29,7,9,5,9,2418,7,20,201,1,1,0,0,0,1,0,2,2
"7922",29,7,9,5,7,2418,7,20,1255,2,1,0,0,1,0,0,2,1
"7923",30,2,5,10,5,2659,10,20,1076,1,0,0,1,0,1,0,3,3
"7924",30,2,5,10,2,2659,10,20,822,2,0,0,1,1,0,0,3,2
"7925",30,2,5,10,10,2659,10,20,404,3,0,0,1,0,0,1,3,1
"7926",31,5,1,7,5,2171,7,20,215,1,0,0,1,1,0,0,7,7
"7927",31,5,1,7,7,2171,7,20,199,2,0,0,1,0,0,1,7,6
"7928",31,5,1,7,5,2171,7,20,259,3,0,0,1,1,0,0,7,5
"7929",31,5,1,7,1,2171,7,20,179,4,0,0,1,0,1,0,7,4
"7930",31,5,1,7,7,2171,7,20,327,5,0,0,1,0,0,1,7,3
"7931",31,5,1,7,1,2171,7,20,299,6,0,0,1,0,1,0,7,2
"7932",31,5,1,7,7,2171,7,20,126,7,0,0,1,0,0,1,7,1
"7933",32,7,2,3,3,2304,3,20,258,1,0,0,1,0,0,1,5,5
"7934",32,7,2,3,7,2304,3,20,339,2,0,0,1,1,0,0,5,4
"7935",32,7,2,3,3,2304,3,20,263,3,0,0,1,0,0,1,5,3
"7936",32,7,2,3,2,2304,3,20,537,4,0,0,1,0,1,0,5,2
"7937",32,7,2,3,3,2304,3,20,256,5,0,0,1,0,0,1,5,1
"7938",33,4,5,10,4,1648,10,20,433,1,0,0,1,1,0,0,2,2
"7939",33,4,5,10,10,1648,10,20,678,2,0,0,1,0,0,1,2,1
"7940",34,2,1,7,2,1613,7,20,286,1,0,0,1,1,0,0,4,4
"7941",34,2,1,7,7,1613,7,20,361,2,0,0,1,0,0,1,4,3
"7942",34,2,1,7,1,1613,7,20,384,3,0,0,1,0,1,0,4,2
"7943",34,2,1,7,7,1613,7,20,155,4,0,0,1,0,0,1,4,1
"7944",35,5,2,9,2,2339,9,20,558,1,0,0,1,0,1,0,4,4
"7945",35,5,2,9,9,2339,9,20,498,2,0,0,1,0,0,1,4,3
"7946",35,5,2,9,5,2339,9,20,377,3,0,0,1,1,0,0,4,2
"7947",35,5,2,9,9,2339,9,20,475,4,0,0,1,0,0,1,4,1
"7948",36,4,2,9,2,2738,4,20,190,1,1,0,0,0,1,0,6,6
"7949",36,4,2,9,4,2738,4,20,419,2,1,0,0,1,0,0,6,5
"7950",36,4,2,9,9,2738,4,20,233,3,1,0,0,0,0,1,6,4
"7951",36,4,2,9,2,2738,4,20,348,4,1,0,0,0,1,0,6,3
"7952",36,4,2,9,9,2738,4,20,475,5,1,0,0,0,0,1,6,2
"7953",36,4,2,9,4,2738,4,20,436,6,1,0,0,1,0,0,6,1
"7954",37,1,5,8,1,5210,8,20,159,1,0,0,1,1,0,0,10,10
"7955",37,1,5,8,5,5210,8,20,117,2,0,0,1,0,1,0,10,9
"7956",37,1,5,8,8,5210,8,20,273,3,0,0,1,0,0,1,10,8
"7957",37,1,5,8,5,5210,8,20,432,4,0,0,1,0,1,0,10,7
"7958",37,1,5,8,1,5210,8,20,307,5,0,0,1,1,0,0,10,6
"7959",37,1,5,8,8,5210,8,20,205,6,0,0,1,0,0,1,10,5
"7960",37,1,5,8,5,5210,8,20,733,7,0,0,1,0,1,0,10,4
"7961",37,1,5,8,1,5210,8,20,242,8,0,0,1,1,0,0,10,3
"7962",37,1,5,8,8,5210,8,20,112,9,0,0,1,0,0,1,10,2
"7963",37,1,5,8,5,5210,8,20,679,10,0,0,1,0,1,0,10,1
"7964",38,5,8,9,9,2989,8,20,204,1,0,1,0,0,0,1,5,5
"7965",38,5,8,9,8,2989,8,20,180,2,0,1,0,0,1,0,5,4
"7966",38,5,8,9,5,2989,8,20,28,3,0,1,0,1,0,0,5,3
"7967",38,5,8,9,8,2989,8,20,916,4,0,1,0,0,1,0,5,2
"7968",38,5,8,9,9,2989,8,20,261,5,0,1,0,0,0,1,5,1
"7969",39,5,8,7,7,1748,8,20,194,1,0,1,0,0,0,1,3,3
"7970",39,5,8,7,5,1748,8,20,202,2,0,1,0,1,0,0,3,2
"7971",39,5,8,7,8,1748,8,20,65,3,0,1,0,0,1,0,3,1
"7972",40,8,1,3,8,3172,8,20,576,1,1,0,0,1,0,0,5,5
"7973",40,8,1,3,1,3172,8,20,158,2,1,0,0,0,1,0,5,4
"7974",40,8,1,3,8,3172,8,20,84,3,1,0,0,1,0,0,5,3
"7975",40,8,1,3,3,3172,8,20,198,4,1,0,0,0,0,1,5,2
"7976",40,8,1,3,8,3172,8,20,49,5,1,0,0,1,0,0,5,1
"7977",41,5,8,7,5,1332,7,20,337,1,0,0,1,1,0,0,3,3
"7978",41,5,8,7,8,1332,7,20,185,2,0,0,1,0,1,0,3,2
"7979",41,5,8,7,7,1332,7,20,215,3,0,0,1,0,0,1,3,1
"7980",42,4,5,10,5,2032,10,20,220,1,0,0,1,0,1,0,3,3
"7981",42,4,5,10,4,2032,10,20,638,2,0,0,1,1,0,0,3,2
"7982",42,4,5,10,10,2032,10,20,464,3,0,0,1,0,0,1,3,1
"7983",43,1,2,5,5,3419,2,20,102,1,0,1,0,0,0,1,6,6
"7984",43,1,2,5,2,3419,2,20,665,2,0,1,0,0,1,0,6,5
"7985",43,1,2,5,5,3419,2,20,170,3,0,1,0,0,0,1,6,4
"7986",43,1,2,5,1,3419,2,20,339,4,0,1,0,1,0,0,6,3
"7987",43,1,2,5,5,3419,2,20,378,5,0,1,0,0,0,1,6,2
"7988",43,1,2,5,2,3419,2,20,359,6,0,1,0,0,1,0,6,1
"7989",44,4,5,2,4,3472,4,20,469,1,1,0,0,1,0,0,5,5
"7990",44,4,5,2,2,3472,4,20,638,2,1,0,0,0,0,1,5,4
"7991",44,4,5,2,5,3472,4,20,382,3,1,0,0,0,1,0,5,3
"7992",44,4,5,2,4,3472,4,20,631,4,1,0,0,1,0,0,5,2
"7993",44,4,5,2,2,3472,4,20,516,5,1,0,0,0,0,1,5,1
"7994",45,7,4,2,2,3186,7,20,384,1,1,0,0,0,0,1,5,5
"7995",45,7,4,2,7,3186,7,20,877,2,1,0,0,1,0,0,5,4
"7996",45,7,4,2,2,3186,7,20,578,3,1,0,0,0,0,1,5,3
"7997",45,7,4,2,4,3186,7,20,505,4,1,0,0,0,1,0,5,2
"7998",45,7,4,2,7,3186,7,20,449,5,1,0,0,1,0,0,5,1
"7999",46,9,8,1,8,2271,9,20,458,1,1,0,0,0,1,0,5,5
"8000",46,9,8,1,9,2271,9,20,438,2,1,0,0,1,0,0,5,4
"8001",46,9,8,1,1,2271,9,20,311,3,1,0,0,0,0,1,5,3
"8002",46,9,8,1,9,2271,9,20,20,4,1,0,0,1,0,0,5,2
"8003",46,9,8,1,8,2271,9,20,159,5,1,0,0,0,1,0,5,1
"8004",47,2,1,8,2,1525,8,20,378,1,0,0,1,1,0,0,4,4
"8005",47,2,1,8,8,1525,8,20,358,2,0,0,1,0,0,1,4,3
"8006",47,2,1,8,1,1525,8,20,338,3,0,0,1,0,1,0,4,2
"8007",47,2,1,8,8,1525,8,20,20,4,0,0,1,0,0,1,4,1
"8008",48,2,10,1,1,1610,10,20,158,1,0,1,0,0,0,1,4,4
"8009",48,2,10,1,2,1610,10,20,415,2,0,1,0,1,0,0,4,3
"8010",48,2,10,1,10,1610,10,20,402,3,0,1,0,0,1,0,4,2
"8011",48,2,10,1,1,1610,10,20,72,4,0,1,0,0,0,1,4,1
"8012",49,5,2,8,2,1809,8,20,120,1,0,0,1,0,1,0,4,4
"8013",49,5,2,8,5,1809,8,20,142,2,0,0,1,1,0,0,4,3
"8014",49,5,2,8,8,1809,8,20,106,3,0,0,1,0,0,1,4,2
"8015",49,5,2,8,2,1809,8,20,511,4,0,0,1,0,1,0,4,1
"8016",50,1,3,7,1,2072,3,20,358,1,0,1,0,1,0,0,5,5
"8017",50,1,3,7,7,2072,3,20,300,2,0,1,0,0,0,1,5,4
"8018",50,1,3,7,3,2072,3,20,300,3,0,1,0,0,1,0,5,3
"8019",50,1,3,7,1,2072,3,20,87,4,0,1,0,1,0,0,5,2
"8020",50,1,3,7,3,2072,3,20,362,5,0,1,0,0,1,0,5,1
"8021",51,2,1,7,2,1511,7,20,258,1,0,0,1,1,0,0,4,4
"8022",51,2,1,7,7,1511,7,20,206,2,0,0,1,0,0,1,4,3
"8023",51,2,1,7,1,1511,7,20,229,3,0,0,1,0,1,0,4,2
"8024",51,2,1,7,7,1511,7,20,115,4,0,0,1,0,0,1,4,1
"8025",52,3,8,9,3,1187,3,20,220,1,1,0,0,1,0,0,2,2
"8026",52,3,8,9,9,1187,3,20,20,2,1,0,0,0,0,1,2,1
"8027",53,8,7,3,8,1270,3,20,259,1,0,0,1,1,0,0,3,3
"8028",53,8,7,3,3,1270,3,20,189,2,0,0,1,0,0,1,3,2
"8029",53,8,7,3,7,1270,3,20,149,3,0,0,1,0,1,0,3,1
"8030",54,8,10,5,8,1173,10,20,248,1,0,1,0,1,0,0,2,2
"8031",54,8,10,5,10,1173,10,20,256,2,0,1,0,0,1,0,2,1
"8032",55,4,5,1,4,1991,4,20,434,1,1,0,0,1,0,0,4,4
"8033",55,4,5,1,1,1991,4,20,400,2,1,0,0,0,0,1,4,3
"8034",55,4,5,1,5,1991,4,20,244,3,1,0,0,0,1,0,4,2
"8035",55,4,5,1,4,1991,4,20,312,4,1,0,0,1,0,0,4,1
"8036",56,2,10,1,10,1653,10,20,307,1,0,1,0,0,1,0,3,3
"8037",56,2,10,1,1,1653,10,20,265,2,0,1,0,0,0,1,3,2
"8038",56,2,10,1,10,1653,10,20,415,3,0,1,0,0,1,0,3,1
"8039",57,2,9,3,2,1683,9,20,141,1,0,1,0,1,0,0,4,4
"8040",57,2,9,3,9,1683,9,20,361,2,0,1,0,0,1,0,4,3
"8041",57,2,9,3,3,1683,9,20,165,3,0,1,0,0,0,1,4,2
"8042",57,2,9,3,2,1683,9,20,101,4,0,1,0,1,0,0,4,1
"8043",58,5,8,7,5,2364,7,20,278,1,0,0,1,1,0,0,3,3
"8044",58,5,8,7,8,2364,7,20,336,2,0,0,1,0,1,0,3,2
"8045",58,5,8,7,7,2364,7,20,689,3,0,0,1,0,0,1,3,1
"8046",60,2,7,3,2,1852,3,20,1044,1,0,0,1,1,0,0,1,1
"8047",61,1,9,3,3,1688,3,20,196,1,0,0,1,0,0,1,3,3
"8048",61,1,9,3,9,1688,3,20,136,2,0,0,1,0,1,0,3,2
"8049",61,1,9,3,3,1688,3,20,115,3,0,0,1,0,0,1,3,1
"8050",62,9,1,2,2,977,9,20,81,1,1,0,0,0,0,1,1,1
"8051",63,1,3,7,1,1000,7,20,140,1,0,0,1,1,0,0,2,2
"8052",63,1,3,7,7,1000,7,20,182,2,0,0,1,0,0,1,2,1
"8053",64,4,1,3,4,1147,3,20,206,1,0,0,1,1,0,0,3,3
"8054",64,4,1,3,3,1147,3,20,122,2,0,0,1,0,0,1,3,2
"8055",64,4,1,3,1,1147,3,20,157,3,0,0,1,0,1,0,3,1
"8056",65,8,10,4,4,1467,10,20,186,1,0,1,0,0,0,1,2,2
"8057",65,8,10,4,8,1467,10,20,175,2,0,1,0,1,0,0,2,1
"8058",66,4,8,3,4,970,3,20,20,1,0,0,1,1,0,0,2,2
"8059",66,4,8,3,8,970,3,20,20,2,0,0,1,0,1,0,2,1
"8060",67,5,4,8,5,1411,8,20,18,1,0,0,1,1,0,0,1,1
"8061",68,2,10,8,10,1067,10,20,624,1,0,1,0,0,1,0,1,1
"8062",69,8,1,10,8,1136,10,20,243,1,0,0,1,1,0,0,2,2
"8063",69,8,1,10,10,1136,10,20,155,2,0,0,1,0,0,1,2,1
"8064",70,4,6,9,6,1593,4,20,162,1,1,0,0,0,1,0,3,3
"8065",70,4,6,9,9,1593,4,20,299,2,1,0,0,0,0,1,3,2
"8066",70,4,6,9,6,1593,4,20,141,3,1,0,0,0,1,0,3,1
"8067",71,2,3,1,3,1108,3,20,94,1,0,1,0,0,1,0,3,3
"8068",71,2,3,1,1,1108,3,20,122,2,0,1,0,0,0,1,3,2
"8069",71,2,3,1,3,1108,3,20,338,3,0,1,0,0,1,0,3,1
"8070",72,7,8,4,7,1823,8,20,239,1,0,1,0,1,0,0,4,4
"8071",72,7,8,4,8,1823,8,20,20,2,0,1,0,0,1,0,4,3
"8072",72,7,8,4,4,1823,8,20,180,3,0,1,0,0,0,1,4,2
"8073",72,7,8,4,7,1823,8,20,41,4,0,1,0,1,0,0,4,1
"8074",73,9,7,5,7,1566,9,20,179,1,1,0,0,0,1,0,4,4
"8075",73,9,7,5,5,1566,9,20,238,2,1,0,0,0,0,1,4,3
"8076",73,9,7,5,9,1566,9,20,219,3,1,0,0,1,0,0,4,2
"8077",73,9,7,5,7,1566,9,20,279,4,1,0,0,0,1,0,4,1
"8078",74,1,4,9,9,1232,9,20,20,1,0,0,1,0,0,1,2,2
"8079",74,1,4,9,4,1232,9,20,902,2,0,0,1,0,1,0,2,1
"8080",78,7,2,1,7,845,7,20,20,1,1,0,0,1,0,0,1,1
"8081",80,9,3,1,9,1683,9,20,155,1,1,0,0,1,0,0,1,1
"8082",81,7,2,1,1,1256,7,20,100,1,1,0,0,0,0,1,3,3
"8083",81,7,2,1,2,1256,7,20,20,2,1,0,0,0,1,0,3,2
"8084",81,7,2,1,7,1256,7,20,62,3,1,0,0,1,0,0,3,1
"8085",82,8,1,3,8,1430,8,20,258,1,1,0,0,1,0,0,3,3
"8086",82,8,1,3,3,1430,8,20,338,2,1,0,0,0,0,1,3,2
"8087",82,8,1,3,8,1430,8,20,279,3,1,0,0,1,0,0,3,1
"8088",83,1,9,5,1,2166,9,20,198,1,0,1,0,1,0,0,2,2
"8089",83,1,9,5,9,2166,9,20,1556,2,0,1,0,0,1,0,2,1
"8090",84,5,7,1,5,1021,7,20,20,1,0,1,0,1,0,0,2,2
"8091",84,5,7,1,7,1021,7,20,324,2,0,1,0,0,1,0,2,1
"8092",85,4,6,1,4,1566,4,20,53,1,1,0,0,1,0,0,4,4
"8093",85,4,6,1,1,1566,4,20,245,2,1,0,0,0,0,1,4,3
"8094",85,4,6,1,6,1566,4,20,236,3,1,0,0,0,1,0,4,2
"8095",85,4,6,1,4,1566,4,20,200,4,1,0,0,1,0,0,4,1
"8096",87,8,3,5,8,1053,8,20,20,1,1,0,0,1,0,0,1,1
"8097",89,1,6,2,1,2770,1,20,120,1,1,0,0,1,0,0,5,5
"8098",89,1,6,2,6,2770,1,20,358,2,1,0,0,0,1,0,5,4
"8099",89,1,6,2,1,2770,1,20,305,3,1,0,0,1,0,0,5,3
"8100",89,1,6,2,6,2770,1,20,260,4,1,0,0,0,1,0,5,2
"8101",89,1,6,2,1,2770,1,20,582,5,1,0,0,1,0,0,5,1
"8102",90,2,1,8,8,1188,8,20,217,1,0,0,1,0,0,1,3,3
"8103",90,2,1,8,2,1188,8,20,198,2,0,0,1,1,0,0,3,2
"8104",90,2,1,8,8,1188,8,20,20,3,0,0,1,0,0,1,3,1
"8105",91,4,8,1,4,1707,8,20,81,1,0,1,0,1,0,0,2,2
"8106",91,4,8,1,8,1707,8,20,337,2,0,1,0,0,1,0,2,1
"8107",92,9,4,5,9,1063,9,20,182,1,1,0,0,1,0,0,2,2
"8108",92,9,4,5,4,1063,9,20,61,2,1,0,0,0,1,0,2,1
"8109",93,1,9,4,9,1465,4,20,214,1,0,0,1,0,1,0,3,3
"8110",93,1,9,4,4,1465,4,20,194,2,0,0,1,0,0,1,3,2
"8111",93,1,9,4,9,1465,4,20,319,3,0,0,1,0,1,0,3,1
"8112",94,3,5,1,5,1009,3,20,554,1,1,0,0,0,1,0,2,2
"8113",94,3,5,1,3,1009,3,20,20,2,1,0,0,1,0,0,2,1
"8114",95,3,7,9,9,768,9,20,99,1,0,0,1,0,0,1,1,1
"8115",96,9,4,8,8,854,8,20,138,1,0,0,1,0,0,1,3,3
"8116",96,9,4,8,9,854,8,20,218,2,0,0,1,1,0,0,3,2
"8117",96,9,4,8,8,854,8,20,120,3,0,0,1,0,0,1,3,1
"8118",97,10,6,3,10,941,10,20,213,1,1,0,0,1,0,0,1,1
"8119",99,7,8,4,4,1641,7,20,137,1,1,0,0,0,0,1,2,2
"8120",99,7,8,4,7,1641,7,20,873,2,1,0,0,1,0,0,2,1
"8121",100,7,8,4,8,1440,7,20,157,1,1,0,0,0,1,0,1,1
"8122",1,2,7,5,2,4308,5,21,497,1,0,0,1,1,0,0,4,4
"8123",1,2,7,5,5,4308,5,21,718,2,0,0,1,0,0,1,4,3
"8124",1,2,7,5,7,4308,5,21,557,3,0,0,1,0,1,0,4,2
"8125",1,2,7,5,5,4308,5,21,2173,4,0,0,1,0,0,1,4,1
"8126",2,4,6,2,4,2201,6,21,338,1,0,1,0,1,0,0,3,3
"8127",2,4,6,2,2,2201,6,21,299,2,0,1,0,0,0,1,3,2
"8128",2,4,6,2,6,2201,6,21,1117,3,0,1,0,0,1,0,3,1
"8129",3,5,2,3,2,7255,5,21,278,1,1,0,0,0,1,0,6,6
"8130",3,5,2,3,5,7255,5,21,734,2,1,0,0,1,0,0,6,5
"8131",3,5,2,3,3,7255,5,21,1276,3,1,0,0,0,0,1,6,4
"8132",3,5,2,3,2,7255,5,21,259,4,1,0,0,0,1,0,6,3
"8133",3,5,2,3,3,7255,5,21,1335,5,1,0,0,0,0,1,6,2
"8134",3,5,2,3,5,7255,5,21,2791,6,1,0,0,1,0,0,6,1
"8135",4,2,3,5,3,7992,5,21,538,1,0,0,1,0,1,0,8,8
"8136",4,2,3,5,2,7992,5,21,632,2,0,0,1,1,0,0,8,7
"8137",4,2,3,5,5,7992,5,21,897,3,0,0,1,0,0,1,8,6
"8138",4,2,3,5,3,7992,5,21,896,4,0,0,1,0,1,0,8,5
"8139",4,2,3,5,5,7992,5,21,559,5,0,0,1,0,0,1,8,4
"8140",4,2,3,5,2,7992,5,21,1993,6,0,0,1,1,0,0,8,3
"8141",4,2,3,5,3,7992,5,21,1953,7,0,0,1,0,1,0,8,2
"8142",4,2,3,5,5,7992,5,21,39,8,0,0,1,0,0,1,8,1
"8143",5,3,4,7,4,2536,7,21,99,1,0,0,1,0,1,0,5,5
"8144",5,3,4,7,3,2536,7,21,458,2,0,0,1,1,0,0,5,4
"8145",5,3,4,7,7,2536,7,21,697,3,0,0,1,0,0,1,5,3
"8146",5,3,4,7,4,2536,7,21,419,4,0,0,1,0,1,0,5,2
"8147",5,3,4,7,7,2536,7,21,360,5,0,0,1,0,0,1,5,1
"8148",6,3,4,2,4,8929,4,21,477,1,0,1,0,0,1,0,9,9
"8149",6,3,4,2,3,8929,4,21,299,2,0,1,0,1,0,0,9,8
"8150",6,3,4,2,2,8929,4,21,718,3,0,1,0,0,0,1,9,7
"8151",6,3,4,2,4,8929,4,21,937,4,0,1,0,0,1,0,9,6
"8152",6,3,4,2,3,8929,4,21,1335,5,0,1,0,1,0,0,9,5
"8153",6,3,4,2,2,8929,4,21,1355,6,0,1,0,0,0,1,9,4
"8154",6,3,4,2,4,8929,4,21,2014,7,0,1,0,0,1,0,9,3
"8155",6,3,4,2,2,8929,4,21,597,8,0,1,0,0,0,1,9,2
"8156",6,3,4,2,4,8929,4,21,358,9,0,1,0,0,1,0,9,1
"8157",7,1,3,4,1,5857,3,21,616,1,0,1,0,1,0,0,7,7
"8158",7,1,3,4,4,5857,3,21,538,2,0,1,0,0,0,1,7,6
"8159",7,1,3,4,3,5857,3,21,360,3,0,1,0,0,1,0,7,5
"8160",7,1,3,4,4,5857,3,21,1355,4,0,1,0,0,0,1,7,4
"8161",7,1,3,4,3,5857,3,21,1077,5,0,1,0,0,1,0,7,3
"8162",7,1,3,4,4,5857,3,21,1036,6,0,1,0,0,0,1,7,2
"8163",7,1,3,4,3,5857,3,21,80,7,0,1,0,0,1,0,7,1
"8164",8,7,5,3,7,3324,5,21,278,1,0,1,0,1,0,0,8,8
"8165",8,7,5,3,3,3324,5,21,299,2,0,1,0,0,0,1,8,7
"8166",8,7,5,3,5,3324,5,21,179,3,0,1,0,0,1,0,8,6
"8167",8,7,5,3,3,3324,5,21,399,4,0,1,0,0,0,1,8,5
"8168",8,7,5,3,7,3324,5,21,339,5,0,1,0,1,0,0,8,4
"8169",8,7,5,3,3,3324,5,21,477,6,0,1,0,0,0,1,8,3
"8170",8,7,5,3,7,3324,5,21,439,7,0,1,0,1,0,0,8,2
"8171",8,7,5,3,5,3324,5,21,299,8,0,1,0,0,1,0,8,1
"8172",9,2,4,3,4,2614,4,21,239,1,0,1,0,0,1,0,4,4
"8173",9,2,4,3,2,2614,4,21,239,2,0,1,0,1,0,0,4,3
"8174",9,2,4,3,3,2614,4,21,576,3,0,1,0,0,0,1,4,2
"8175",9,2,4,3,4,2614,4,21,1098,4,0,1,0,0,1,0,4,1
"8176",10,4,2,1,2,6581,4,21,339,1,1,0,0,0,1,0,8,8
"8177",10,4,2,1,4,6581,4,21,459,2,1,0,0,1,0,0,8,7
"8178",10,4,2,1,1,6581,4,21,877,3,1,0,0,0,0,1,8,6
"8179",10,4,2,1,2,6581,4,21,558,4,1,0,0,0,1,0,8,5
"8180",10,4,2,1,1,6581,4,21,159,5,1,0,0,0,0,1,8,4
"8181",10,4,2,1,4,6581,4,21,1875,6,1,0,0,1,0,0,8,3
"8182",10,4,2,1,2,6581,4,21,1335,7,1,0,0,0,1,0,8,2
"8183",10,4,2,1,4,6581,4,21,479,8,1,0,0,1,0,0,8,1
"8184",11,7,2,3,7,6934,7,21,318,1,1,0,0,1,0,0,8,8
"8185",11,7,2,3,3,6934,7,21,1295,2,1,0,0,0,0,1,8,7
"8186",11,7,2,3,2,6934,7,21,160,3,1,0,0,0,1,0,8,6
"8187",11,7,2,3,7,6934,7,21,777,4,1,0,0,1,0,0,8,5
"8188",11,7,2,3,3,6934,7,21,2154,5,1,0,0,0,0,1,8,4
"8189",11,7,2,3,7,6934,7,21,796,6,1,0,0,1,0,0,8,3
"8190",11,7,2,3,2,6934,7,21,338,7,1,0,0,0,1,0,8,2
"8191",11,7,2,3,7,6934,7,21,458,8,1,0,0,1,0,0,8,1
"8192",12,3,1,4,3,2648,4,21,378,1,0,0,1,1,0,0,6,6
"8193",12,3,1,4,4,2648,4,21,279,2,0,0,1,0,0,1,6,5
"8194",12,3,1,4,1,2648,4,21,558,3,0,0,1,0,1,0,6,4
"8195",12,3,1,4,4,2648,4,21,418,4,0,0,1,0,0,1,6,3
"8196",12,3,1,4,3,2648,4,21,219,5,0,0,1,1,0,0,6,2
"8197",12,3,1,4,4,2648,4,21,339,6,0,0,1,0,0,1,6,1
"8198",13,4,2,3,4,8186,3,21,358,1,0,0,1,1,0,0,11,11
"8199",13,4,2,3,3,8186,3,21,777,2,0,0,1,0,0,1,11,10
"8200",13,4,2,3,2,8186,3,21,338,3,0,0,1,0,1,0,11,9
"8201",13,4,2,3,4,8186,3,21,559,4,0,0,1,1,0,0,11,8
"8202",13,4,2,3,3,8186,3,21,399,5,0,0,1,0,0,1,11,7
"8203",13,4,2,3,4,8186,3,21,358,6,0,0,1,1,0,0,11,6
"8204",13,4,2,3,3,8186,3,21,258,7,0,0,1,0,0,1,11,5
"8205",13,4,2,3,2,8186,3,21,1913,8,0,0,1,0,1,0,11,4
"8206",13,4,2,3,3,8186,3,21,1096,9,0,0,1,0,0,1,11,3
"8207",13,4,2,3,2,8186,3,21,299,10,0,0,1,0,1,0,11,2
"8208",13,4,2,3,3,8186,3,21,938,11,0,0,1,0,0,1,11,1
