,subject,trial,choice,rt,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2
44,13,44,2,3664,1,3,2,0.10859044162129462,0.20508166969147004,0.6863278886872354
46,13,46,2,1321,4,3,5,0.3587174348697395,0.23947895791583165,0.4018036072144289
48,13,48,0,2203,3,1,2,0.709277238403452,0.12944983818770225,0.16127292340884575
50,13,50,2,1174,3,2,7,0.3899755501222494,0.3655256723716381,0.2444987775061125
52,13,52,1,1739,3,4,1,0.2562547384382108,0.5163002274450341,0.2274450341167551
54,13,54,0,1356,3,1,2,0.35943775100401604,0.3604417670682731,0.28012048192771083
56,13,56,1,1756,1,4,2,0.2639275766016713,0.2917827298050139,0.4442896935933148
58,13,58,2,2237,2,3,4,0.3687350835322196,0.3448687350835322,0.2863961813842482
60,13,60,1,1594,2,3,4,0.19336569579288027,0.5485436893203883,0.2580906148867314
62,13,62,2,2025,1,2,4,0.1905615292712067,0.52389486260454,0.2855436081242533
64,13,64,2,2533,2,4,7,0.3173933427097984,0.3173933427097984,0.3652133145804032
66,13,66,2,1661,1,4,5,0.2924382716049383,0.2924382716049383,0.41512345679012347
68,13,68,2,2121,4,2,1,0.2849462365591398,0.3930704898446834,0.32198327359617684
70,13,70,2,1866,1,2,3,0.27441540577716644,0.20495185694635487,0.5206327372764786
72,13,72,0,5091,3,4,2,0.6333549643088904,0.3106208089984858,0.05602422669262384
74,13,74,0,2580,3,2,1,0.2999088422971741,0.33682771194165906,0.3632634457611668
76,13,76,2,1330,2,1,4,0.18801410105757926,0.4935370152761457,0.31844888366627505
78,13,78,0,1067,4,3,1,0.2700135685210312,0.2700135685210312,0.4599728629579376
80,13,80,1,1996,3,5,2,0.20703125,0.5455729166666666,0.2473958333333333
82,13,82,2,1324,1,2,5,0.19528949950932287,0.352306182531894,0.4524043179587831
84,13,84,2,1501,1,2,4,0.2460117548278757,0.3518052057094878,0.4021830394626365
86,13,86,2,1561,3,1,5,0.4178027265437049,0.2309542902967121,0.35124298315958297
88,13,88,1,1611,2,5,4,0.21544401544401545,0.538996138996139,0.2455598455598456
90,13,90,1,1716,2,6,1,0.3287965616045845,0.4140401146131805,0.2571633237822349
92,13,92,2,1290,1,2,3,0.2241555783009212,0.3469805527123849,0.428863868986694
94,13,94,0,3401,2,1,3,0.5584064821066846,0.1961512491559757,0.24544226873733965
96,13,96,0,1057,4,1,2,0.435006435006435,0.28185328185328185,0.2831402831402832
98,13,98,2,2679,2,1,3,0.3811639271434918,0.3007552199022657,0.3180808529542425
0,14,0,1,1041,3,10,4,0.0,1.0,0.0
2,14,2,0,1481,3,4,6,0.3232227488151659,0.26445497630331755,0.41232227488151657
4,14,4,2,1636,1,3,5,0.22169059011164274,0.5079744816586922,0.2703349282296651
6,14,6,0,1311,8,7,5,0.4898612593383138,0.16969050160085378,0.34044823906083244
8,14,8,1,1313,5,8,3,0.3249727371864776,0.3696837513631407,0.3053435114503817
10,14,10,0,1301,8,1,3,0.39799999999999996,0.239,0.363
12,14,12,1,1274,5,6,9,0.3401826484018265,0.341324200913242,0.3184931506849315
14,14,14,0,1008,9,3,1,0.3817292006525285,0.22838499184339314,0.3898858075040783
16,14,16,0,1386,9,5,8,0.5938661710037175,0.4061338289962825,0.0
18,14,18,2,1349,7,4,5,0.1995987963891675,0.2196589769307924,0.5807422266800402
20,14,20,1,1389,5,8,6,0.1888045540796964,0.603415559772296,0.2077798861480076
22,14,22,2,1297,6,3,8,0.2610778443113773,0.0,0.7389221556886227
24,14,24,0,1421,8,6,4,0.4340866290018832,0.24105461393596986,0.3248587570621469
26,14,26,1,1530,4,7,3,0.2576985413290113,0.4675850891410049,0.2747163695299838
28,14,28,0,2190,7,5,8,0.6368190356919223,0.14965560425798372,0.21352536005009395
30,14,30,0,1274,9,3,4,0.6265895953757226,0.0,0.37341040462427744
32,14,32,2,1299,8,6,9,0.2703549060542797,0.3329853862212944,0.3966597077244259
34,14,34,2,1427,5,3,8,0.3611670020120724,0.2203219315895372,0.4185110663983904
36,14,36,0,1209,8,5,7,0.3042529989094875,0.3042529989094875,0.3914940021810251
38,14,38,2,974,3,1,10,0.5181975736568457,0.0,0.4818024263431542
40,14,40,1,1513,1,7,4,0.2363138686131387,0.43613138686131386,0.32755474452554745
42,14,42,1,1668,4,10,9,0.21200607902735566,0.5151975683890577,0.27279635258358664
44,14,44,1,1375,4,9,3,0.3469805527123849,0.28556806550665303,0.36745138178096215
46,14,46,0,1311,9,6,4,0.3610223642172524,0.29818956336528224,0.3407880724174654
48,14,48,2,1020,4,1,7,0.3119122257053292,0.1865203761755486,0.5015673981191222
50,14,50,1,1489,4,8,5,0.2543299908842297,0.3637192342752963,0.38195077484047396
52,14,52,1,1864,4,5,1,0.1643741403026135,0.4931224209078404,0.3425034387895461
54,14,54,2,1572,9,3,10,0.3987226277372263,0.0,0.6012773722627737
56,14,56,2,1278,4,6,7,0.2680901542111507,0.2835112692763938,0.4483985765124555
58,14,58,0,894,8,1,4,0.43478260869565216,0.33444816053511706,0.2307692307692308
60,14,60,2,1267,7,3,8,0.3333333333333333,0.0,0.6666666666666666
62,14,62,1,1575,6,3,5,0.2413494809688581,0.2932525951557093,0.4653979238754326
64,14,64,2,1309,3,7,9,0.3261964735516373,0.3513853904282116,0.3224181360201511
66,14,66,0,1257,10,5,3,0.4190919674039581,0.4179278230500582,0.1629802095459837
68,14,68,2,1135,4,3,10,0.3581514762516046,0.2849807445442876,0.35686777920410784
70,14,70,1,2232,3,9,8,0.07839819514946418,0.34856175972927245,0.5730400451212634
72,14,72,1,1951,6,9,3,0.3776271186440678,0.4203389830508473,0.20203389830508475
74,14,74,1,1714,6,8,4,0.28132387706855794,0.5311268715524035,0.1875492513790386
76,14,76,2,1715,3,4,8,0.2129934210526316,0.3116776315789473,0.4753289473684211
78,14,78,1,1341,4,8,9,0.22088353413654616,0.4397590361445783,0.3393574297188755
80,14,80,0,1058,8,4,5,0.7905138339920948,0.0,0.20948616600790515
82,14,82,2,2182,8,4,9,0.4997154240182128,0.192942515651679,0.3073420603301081
84,14,84,1,2065,9,7,4,0.3578947368421053,0.4811145510835914,0.1609907120743034
86,14,86,0,1234,9,7,8,0.054083885209713016,0.5938189845474614,0.35209713024282563
88,14,88,0,1539,9,3,7,0.3157431838170625,0.386103781882146,0.29815303430079154
90,14,90,2,1362,6,5,9,0.4088114754098361,0.0,0.5911885245901639
92,14,92,0,1537,7,6,3,0.41015625,0.27734375,0.3125
94,14,94,2,1918,6,7,8,0.3635179153094463,0.22084690553745928,0.4156351791530945
96,14,96,2,1352,3,4,7,0.4215795328142381,0.0,0.5784204671857621
98,14,98,2,1018,3,1,9,0.5151975683890577,0.0,0.4848024316109423
0,15,0,0,3439,5,2,4,0.2417979002624672,0.6013779527559056,0.1568241469816273
2,15,2,1,5241,5,8,3,0.3541710223708969,0.4250470416056868,0.22078193602341625
4,15,4,0,7728,6,3,2,0.3268936761640028,0.2437804030576789,0.4293259207783183
6,15,6,1,5133,3,7,9,0.3678835289004781,0.48500651890482394,0.14710995219469794
8,15,8,1,8161,3,5,6,0.22046621888581588,0.4330304227578032,0.34650335835638085
10,15,10,1,4600,4,6,5,0.3256562654779594,0.3779098563645369,0.2964338781575037
12,15,12,1,5881,3,9,6,0.3845289380033714,0.3392020977711182,0.2762689642255104
14,15,14,1,5828,3,5,6,0.2574275696622993,0.6399704742572431,0.10260195608045763
16,15,16,1,3383,6,7,5,0.2265729585006693,0.5063587684069611,0.2670682730923695
18,15,18,2,4323,1,3,5,0.2555213148433487,0.3451463790446841,0.3993323061119671
20,15,20,0,5244,7,2,3,0.2613494377342774,0.6391087047063724,0.09954185755935027
22,15,22,2,4909,3,5,7,0.2275475923852184,0.2723404255319149,0.5001119820828668
24,15,24,0,2997,5,3,2,0.5834283542379324,0.18966172557962752,0.2269099201824401
26,15,26,1,5614,9,8,2,0.13766583349355893,0.4253028263795424,0.43703134012689865
28,15,28,0,3164,5,3,4,0.4341085271317829,0.2355112587670727,0.3303802141011443
30,15,30,1,9382,2,3,7,0.2129692832764505,0.4581342434584755,0.32889647326507393
32,15,32,2,7679,6,4,5,0.21202354260089687,0.3157230941704036,0.4722533632286995
34,15,34,0,4832,10,5,3,0.5644513826940232,0.23996431757359504,0.1955842997323818
36,15,36,1,16936,4,6,9,0.6253170822248345,0.261461362370847,0.11322155540431852
38,15,38,1,6349,5,8,6,0.20996259775586532,0.29836790207412445,0.4916695001700102
40,15,40,2,17294,3,6,5,0.2828975307892981,0.20924588970454408,0.5078565795061578
42,15,42,1,3893,3,5,6,0.2537845057880677,0.3199762540813298,0.42623924013060255
44,15,44,2,2357,5,2,7,0.1957697983275947,0.43138219380226267,0.37284800787014266
46,15,46,1,6805,5,9,4,0.4140687450039968,0.3215027977617906,0.26442845723421265
48,15,48,0,16541,8,6,2,0.4795683820712553,0.3551270591239944,0.16530455880475034
50,15,50,0,3612,7,5,3,0.4719064631373823,0.25235466060409223,0.2757388762585255
52,15,52,1,2617,6,10,5,0.3163090128755365,0.37725321888412017,0.30643776824034336
54,15,54,0,7047,7,4,5,0.2761519302615193,0.5501245330012453,0.17372353673723534
56,15,56,1,3713,3,10,7,0.3490623109497883,0.19903206291591047,0.4519056261343013
58,15,58,1,4187,5,7,3,0.3620081411126187,0.3514246947082768,0.2865671641791045
60,15,60,1,3374,6,7,5,0.16767676767676767,0.6508417508417509,0.1814814814814815
62,15,62,1,6620,5,6,3,0.15421842232618166,0.2156799483787708,0.6301016292950475
64,15,64,0,5529,9,4,5,0.2951985773562537,0.16123295791345585,0.5435684647302904
66,15,66,1,11982,6,5,8,0.3093148985198972,0.4663653283701144,0.2243197731099885
68,15,68,2,3128,6,3,5,0.2796016230173368,0.1914422722242715,0.5289561047583917
70,15,70,0,7004,6,3,5,0.6523933323138095,0.1738797981342713,0.17372686955191927
72,15,72,0,14185,8,6,3,0.8644241316270567,0.0643510054844607,0.07122486288848262
74,15,74,0,10986,6,3,4,0.4199941989751523,0.19269070869186888,0.3873150923329789
76,15,76,2,3025,4,3,10,0.61100849649058,0.13224972294052456,0.25674178056889546
78,15,78,1,3861,4,6,3,0.31971995332555425,0.4127771295215869,0.2675029171528588
80,15,80,2,6183,5,8,6,0.18766660742846988,0.3484983117113915,0.4638350808601386
82,15,82,2,2760,4,3,8,0.2324675324675325,0.3277056277056277,0.43982683982683984
84,15,84,1,3031,6,5,9,0.2385179467387109,0.5229641065225782,0.2385179467387109
86,15,86,0,6667,6,3,2,0.4634065202927478,0.2350299401197605,0.3015635395874917
88,15,88,0,6460,5,1,4,0.28496087104457296,0.23392310309629125,0.4811160258591358
90,15,90,1,12330,4,8,6,0.35283146829433704,0.2449135300101729,0.40225500169548994
92,15,92,2,2184,7,5,8,0.3614522156967432,0.14895888948211425,0.4895888948211426
94,15,94,1,8466,2,5,4,0.1949206349206349,0.3389206349206349,0.4661587301587302
96,15,96,2,1969,3,4,8,0.252720677146312,0.3010882708585248,0.4461910519951632
98,15,98,0,3670,3,2,4,0.19739696312364424,0.18500154942671213,0.6176014874496436
0,16,0,1,1937,2,4,1,0.2783766645529486,0.7216233354470514,0.0
2,16,2,1,3263,2,8,1,0.08428981348637016,0.6079626972740315,0.3077474892395983
4,16,4,0,4473,1,3,2,0.3670922809053976,0.40191526407428896,0.2309924550203134
6,16,6,0,1996,2,1,4,0.437670609645132,0.2356687898089172,0.3266606005459509
8,16,8,2,1394,8,3,4,0.0,0.2539370078740157,0.7460629921259843
10,16,10,0,3106,4,1,3,0.5307208514755685,0.4020319303338171,0.06724721819061441
12,16,12,1,2054,2,4,1,0.18187385180649115,0.6589099816289039,0.15921616656460502
14,16,14,0,1528,8,3,2,0.6412060301507537,0.3206030150753769,0.03819095477386935
16,16,16,1,1232,3,4,2,0.6188197767145136,0.0,0.3811802232854865
18,16,18,0,4218,2,3,4,0.6180215475024485,0.14724126673196214,0.2347371857655893
20,16,20,1,2053,2,4,3,0.35553555355535554,0.4302430243024302,0.21422142214221426
22,16,22,1,1508,4,8,1,0.0,0.7778810408921933,0.22211895910780668
24,16,24,0,1860,4,3,2,0.645109135004042,0.1301535974130962,0.22473726758286172
26,16,26,1,2450,3,4,1,0.0423728813559322,0.9152542372881356,0.0423728813559322
28,16,28,2,2494,1,4,2,0.12920353982300886,0.5646017699115045,0.30619469026548674
30,16,30,2,1902,2,1,4,0.26509723643807576,0.1842374616171955,0.5506653019447287
32,16,32,2,14168,8,2,4,0.31128880526810915,0.3159924741298213,0.3727187206020696
34,16,34,0,857,10,1,4,0.5525,0.0,0.4475
36,16,36,0,1775,4,2,1,0.7024275646045419,0.07830853563038373,0.2192638997650744
38,16,38,0,2730,4,1,8,0.26723276723276723,0.2887112887112887,0.4440559440559441
40,16,40,0,6252,2,4,3,0.7689043209876543,0.16878858024691354,0.0623070987654321
42,16,42,1,1789,2,4,3,0.5973568281938326,0.17444933920704847,0.2281938325991189
44,16,44,0,6067,4,3,1,0.5665054413542926,0.12434502216848045,0.3091495364772269
46,16,46,1,2269,2,4,1,0.3804809052333805,0.4929278642149929,0.1265912305516266
48,16,48,2,1581,1,3,4,0.11402508551881416,0.2953249714937286,0.5906499429874572
50,16,50,1,3053,3,4,2,0.47166734610680794,0.4145943742356297,0.11373827965756216
52,16,52,1,1719,8,4,2,0.14941302027748132,0.7033084311632871,0.1472785485592316
54,16,54,0,1942,4,1,2,0.1959016393442623,0.4229508196721312,0.38114754098360654
56,16,56,2,2369,1,2,4,0.2152777777777778,0.33719135802469136,0.4475308641975309
58,16,58,0,1409,2,8,1,0.25,0.3938848920863309,0.3561151079136691
60,16,60,2,647,1,4,10,0.0,0.0,1.0
62,16,62,1,8154,4,2,1,0.5229485396383866,0.44871349095966623,0.02833796940194715
64,16,64,2,803,4,1,10,0.0,0.0,1.0
66,16,66,2,694,3,4,10,0.0,0.0,1.0
68,16,68,1,1418,3,4,2,0.44493882091212456,0.28921023359288106,0.26585094549499444
70,16,70,2,1814,1,3,4,0.0889487870619946,0.23180592991913745,0.6792452830188679
72,16,72,0,3356,4,2,1,0.3782327586206897,0.19181034482758624,0.42995689655172414
74,16,74,2,1586,1,2,4,0.4408510638297872,0.0,0.5591489361702128
76,16,76,0,1199,4,3,2,0.6332518337408313,0.17237163814180928,0.19437652811735945
78,16,78,0,1841,4,1,2,0.2570694087403599,0.4113110539845759,0.3316195372750643
80,16,80,2,720,4,2,10,0.0,0.0,1.0
82,16,82,2,1042,1,2,4,0.18577981651376144,0.536697247706422,0.2775229357798165
84,16,84,1,915,3,4,1,0.0,0.0,1.0
86,16,86,0,8874,4,3,1,0.2861464004839685,0.15366001209921354,0.5601935874168179
88,16,88,1,826,3,2,1,0.502092050209205,0.0,0.497907949790795
90,16,90,2,1723,3,1,2,0.6810933940774487,0.0,0.3189066059225513
92,16,92,2,644,4,2,10,0.0,0.0,1.0
94,16,94,0,1769,4,1,3,0.8565279770444764,0.0,0.14347202295552364
96,16,96,1,1628,2,4,3,0.08350730688935283,0.6659707724425887,0.25052192066805845
98,16,98,0,1916,4,2,1,0.515220700152207,0.22754946727549466,0.2572298325722983
0,17,0,0,1713,8,3,4,0.4996191926884997,0.25742574257425743,0.24295506473724296
2,17,2,1,6438,4,9,8,0.06855830736427751,0.8924061013613253,0.039035591274397236
4,17,4,1,2522,4,9,3,0.09657170449058426,0.7204249154997586,0.1830033800096572
6,17,6,0,1922,9,3,8,0.4934810951760104,0.2855280312907432,0.2209908735332464
8,17,8,0,2944,8,4,3,0.4304893893460373,0.4058033780857514,0.16370723256821135
10,17,10,1,2203,3,9,8,0.2694575471698113,0.460495283018868,0.2700471698113208
12,17,12,1,2399,4,5,3,0.28206341694273546,0.5485092285849503,0.16942735447231425
14,17,14,1,2734,5,7,3,0.3197102948784273,0.4128297982410761,0.26745990688049665
16,17,16,2,2281,5,2,9,0.17864693446088795,0.4741014799154334,0.34725158562367864
18,17,18,1,3511,2,5,3,0.2929325231851615,0.5542053086024944,0.1528621682123441
20,17,20,2,2433,3,5,6,0.24431818181818185,0.2263257575757576,0.5293560606060606
22,17,22,0,2534,10,5,9,0.5027027027027027,0.2599099099099099,0.23738738738738735
24,17,24,2,1903,7,5,9,0.1537966537966538,0.3584298584298584,0.4877734877734878
26,17,26,2,1855,4,8,9,0.2475506205094709,0.4774657086871326,0.2749836708033965
28,17,28,1,3036,5,10,3,0.1940801798426377,0.6789059572873736,0.12701386286998875
30,17,30,1,2836,3,9,4,0.2762137902896777,0.4961240310077519,0.2276621787025704
32,17,32,1,4546,4,8,9,0.1254092168219592,0.4114832535885167,0.4631075295895241
34,17,34,1,1807,4,8,3,0.29266409266409266,0.46100386100386104,0.24633204633204636
36,17,36,1,1507,4,9,3,0.4917763157894737,0.24588815789473684,0.2623355263157895
38,17,38,0,2463,8,5,4,0.5738847583643123,0.16682156133828996,0.2592936802973977
40,17,40,2,4008,3,5,9,0.17147613762486127,0.2985571587125416,0.5299667036625971
42,17,42,1,3421,4,8,5,0.3230616302186879,0.5410868124585818,0.1358515573227303
44,17,44,0,2805,4,2,5,0.5120232172470979,0.2562189054726368,0.2317578772802653
46,17,46,1,3418,3,9,2,0.32882730652247383,0.4961135518756337,0.17505914160189254
48,17,48,2,1714,2,5,10,0.17164697706740792,0.4405837387074357,0.3877692842251564
50,17,50,1,3016,4,9,3,0.13531850735016962,0.7595175273275537,0.10516396532227666
52,17,52,1,2207,2,7,5,0.32569558101472995,0.33715220949263497,0.33715220949263497
54,17,54,0,2438,8,7,5,0.5735294117647058,0.247737556561086,0.17873303167420815
56,17,56,1,2671,2,5,3,0.3299825174825175,0.4698426573426573,0.2001748251748252
58,17,58,2,1621,9,2,10,0.3387596899224806,0.22713178294573644,0.4341085271317829
60,17,60,0,1894,8,4,2,0.28883013879709185,0.4216787838730998,0.28949107732980833
62,17,62,1,4295,4,3,2,0.3560181478516146,0.4737123031758741,0.17026954897251134
64,17,64,1,1913,5,9,3,0.2623925974884336,0.3423661599471249,0.3952412425644415
66,17,66,2,2349,4,8,10,0.1915864166244298,0.41409021794222,0.3943233654333502
68,17,68,1,2522,3,8,4,0.4256588761810045,0.2874191944306315,0.286921929388364
70,17,70,1,3341,5,9,6,0.55078125,0.19779829545454544,0.2514204545454545
72,17,72,2,2502,8,5,9,0.28657686948444033,0.19461216906641896,0.5188109614491407
74,17,74,1,3265,3,10,9,0.11142158574921412,0.4708347886831994,0.4177436255675864
76,17,76,2,3568,4,2,8,0.30972045743329096,0.12674714104193138,0.5635324015247777
78,17,78,2,2478,2,4,9,0.2560917343526039,0.23793597706641184,0.5059722885809842
80,17,80,1,2730,2,7,5,0.19185282522996056,0.6197985107314936,0.18834866403854575
82,17,82,2,6834,8,5,9,0.5309748679366095,0.17224267648471267,0.2967824555786778
84,17,84,2,3020,4,2,9,0.16100495399858458,0.39455060155697097,0.4444444444444444
86,17,86,0,2137,10,2,5,0.5540393013100436,0.19596069868995636,0.25
88,17,88,0,2011,10,3,4,0.6239316239316239,0.1571334648257725,0.2189349112426036
90,17,90,2,1998,2,3,5,0.3789921930447125,0.21291696238467,0.4080908445706175
92,17,92,2,3297,4,9,10,0.07234212629896082,0.4128697042366107,0.5147881694644284
94,17,94,1,2890,8,5,3,0.4283903675538657,0.2446134347275032,0.3269961977186312
96,17,96,0,2101,9,8,2,0.5494252873563218,0.2563218390804597,0.1942528735632184
98,17,98,1,2632,4,9,3,0.18054298642533936,0.6402714932126696,0.17918552036199095
0,18,0,1,1343,1,8,3,0.11701081612586035,0.8829891838741396,0.0
2,18,2,0,1734,6,8,4,0.5004321521175453,0.01728608470181504,0.4822817631806396
4,18,4,1,1610,4,6,1,0.5339256865912763,0.22536348949919224,0.2407108239095315
6,18,6,0,1040,10,3,6,0.6115569823434992,0.06902086677367576,0.31942215088282505
8,18,8,0,1130,8,2,3,0.3845070422535211,0.3633802816901409,0.252112676056338
10,18,10,1,1444,2,8,1,0.40575673166202414,0.4076137418755803,0.1866295264623956
12,18,12,1,2025,4,5,3,0.3526416295353278,0.3933800127307448,0.25397835773392746
14,18,14,2,1062,5,3,10,0.3851851851851852,0.3807407407407408,0.2340740740740741
16,18,16,1,1659,4,8,3,0.29183841714756803,0.4781533388293488,0.2300082440230833
18,18,18,0,754,7,1,3,0.7984886649874056,0.20151133501259447,0.0
20,18,20,0,1204,4,2,8,0.4289340101522843,0.17639593908629442,0.3946700507614213
22,18,22,2,833,3,2,9,0.0,0.0,1.0
24,18,24,1,1195,3,7,6,0.0,0.8159437280187574,0.18405627198124264
26,18,26,0,1401,4,5,2,0.4269005847953216,0.44249512670565294,0.13060428849902533
28,18,28,1,1256,6,4,3,0.4569055036344756,0.21287642782969884,0.3302180685358255
30,18,30,0,1054,9,1,8,0.5122655122655123,0.1717171717171717,0.31601731601731603
32,18,32,0,718,9,3,10,0.6084507042253521,0.0,0.3915492957746479
34,18,34,1,905,4,9,2,0.0,0.34555984555984554,0.6544401544401545
36,18,36,0,875,7,3,2,0.4584139264990329,0.0,0.5415860735009671
38,18,38,2,1129,5,8,9,0.31412103746397696,0.2853025936599424,0.4005763688760807
40,18,40,2,1948,3,8,7,0.2531835205992509,0.3887640449438202,0.3580524344569289
42,18,42,2,1244,9,8,10,0.49,0.2,0.31
44,18,44,1,1624,8,5,3,0.15805946791862285,0.702660406885759,0.13928012519561814
46,18,46,0,857,8,6,3,0.6173076923076923,0.0,0.3826923076923077
48,18,48,1,1291,8,3,6,0.1649782923299566,0.4891461649782923,0.3458755426917511
50,18,50,1,941,3,9,1,0.3225225225225225,0.2882882882882883,0.3891891891891892
52,18,52,2,921,4,1,9,0.0,0.24131944444444445,0.7586805555555556
54,18,54,2,1731,4,2,3,0.19415292353823088,0.34332833583208394,0.4625187406296852
56,18,56,2,1075,5,4,8,0.28731942215088285,0.3611556982343499,0.35152487961476725
58,18,58,2,1058,3,4,10,0.3514705882352941,0.2926470588235294,0.3558823529411765
60,18,60,0,1168,7,4,3,0.5659679408138101,0.22071516646115907,0.2133168927250308
62,18,62,1,1245,8,7,4,0.27985948477751754,0.5573770491803278,0.16276346604215455
64,18,64,0,2335,9,1,3,0.5611957134799774,0.04512126339537507,0.3936830231246475
66,18,66,0,1514,3,1,4,0.5151006711409396,0.13338926174496646,0.35151006711409394
68,18,68,2,1243,3,5,6,0.3634361233480176,0.0,0.6365638766519823
70,18,70,0,1025,10,3,1,0.5644654088050315,0.061320754716981125,0.3742138364779874
72,18,72,1,741,1,9,5,0.568019093078759,0.4319809069212411,0.0
74,18,74,1,1077,1,8,6,0.0,0.5873221216041398,0.4126778783958603
76,18,76,2,1129,5,10,9,0.0,0.2687116564417178,0.7312883435582822
78,18,78,2,863,8,1,9,0.4809160305343512,0.2156488549618321,0.3034351145038168
80,18,80,0,934,8,1,6,0.674502712477396,0.0,0.32549728752260404
82,18,82,0,1047,7,8,3,0.7006688963210702,0.2324414715719064,0.06688963210702341
84,18,84,0,621,7,6,5,0.8921832884097035,0.0,0.1078167115902965
86,18,86,0,1113,9,4,7,0.426179604261796,0.0,0.573820395738204
88,18,88,1,981,9,7,5,0.6779411764705883,0.3220588235294118,0.0
90,18,90,1,1131,3,8,6,0.21909424724602206,0.2925336597307221,0.4883720930232558
92,18,92,2,720,2,6,8,0.0,0.05277044854881266,0.9472295514511874
94,18,94,0,1011,5,2,1,0.467817896389325,0.24960753532182106,0.28257456828885397
96,18,96,2,732,3,9,8,0.0,0.4335511982570806,0.5664488017429193
98,18,98,2,1254,3,4,8,0.4175438596491228,0.1871345029239766,0.3953216374269006
0,19,0,1,2220,2,8,3,0.10540184453227933,0.5553359683794467,0.33926218708827405
2,19,2,1,3442,7,4,2,0.00626713670191931,0.8754406580493537,0.11829220524872698
4,19,4,2,1502,1,5,8,0.03710575139146568,0.9628942486085345,0.0
6,19,6,0,3514,7,5,9,0.4581320450885668,0.1928341384863124,0.3490338164251208
8,19,8,1,3708,5,10,4,0.11847527472527472,0.7513736263736264,0.1301510989010989
10,19,10,2,1756,1,7,10,0.21052631578947367,0.7894736842105263,0.0
12,19,12,0,4641,4,5,2,0.11269780007719027,0.6896950984175994,0.19760710150521035
14,19,14,1,2420,6,5,1,0.18861414606095456,0.5790684301322601,0.2323174238067855
16,19,16,1,1346,1,10,9,0.0,1.0,0.0
18,19,18,2,2632,1,5,8,0.2472707423580786,0.08842794759825327,0.6643013100436681
20,19,20,0,1251,7,8,1,0.7153179190751445,0.2846820809248555,0.0
22,19,22,1,1856,1,2,5,0.0,1.0,0.0
24,19,24,1,1851,2,9,5,0.234192037470726,0.5971896955503513,0.1686182669789227
26,19,26,1,2825,2,5,4,0.4447457627118644,0.3111864406779661,0.2440677966101695
28,19,28,0,2418,7,9,5,0.8619505494505495,0.13804945054945056,0.0
30,19,30,2,2171,5,1,7,0.2955112219451372,0.29800498753117205,0.4064837905236908
32,19,32,2,1648,4,5,10,0.38973897389738976,0.0,0.6102610261026102
34,19,34,2,2339,5,2,9,0.1975890985324948,0.29245283018867924,0.509958071278826
36,19,36,2,5210,1,5,8,0.2172445535440319,0.6017183185026082,0.18103712795335994
38,19,38,1,1748,5,8,7,0.43817787418655096,0.14099783080260306,0.42082429501084606
40,19,40,2,1332,5,8,7,0.457259158751696,0.2510176390773406,0.29172320217096337
42,19,42,1,3419,1,2,5,0.1684053651266766,0.5086934923000497,0.3229011425732737
44,19,44,0,3186,7,4,2,0.4747583243823845,0.1808091657715718,0.3444325098460437
46,19,46,2,1525,2,1,8,0.3455210237659964,0.3089579524680073,0.3455210237659964
48,19,48,2,1809,5,2,8,0.161547212741752,0.7178612059158134,0.12059158134243457
50,19,50,2,1511,2,1,7,0.3193069306930693,0.2834158415841584,0.3972772277227723
52,19,52,2,1270,8,7,3,0.4338358458961474,0.24958123953098826,0.3165829145728643
54,19,54,0,1991,4,5,1,0.5366906474820143,0.17553956834532375,0.28776978417266186
56,19,56,1,1683,2,9,3,0.3151041666666667,0.4700520833333333,0.21484375
58,19,58,2,1852,2,7,3,1.0,0.0,0.0
60,19,60,0,977,9,1,2,0.0,0.0,1.0
62,19,62,2,1147,4,1,3,0.4247422680412371,0.3237113402061856,0.2515463917525773
64,19,64,2,970,4,8,3,0.5,0.5,0.0
66,19,66,1,1067,2,10,8,0.0,1.0,0.0
68,19,68,0,1593,4,6,9,0.0,0.5033222591362126,0.4966777408637874
70,19,70,1,1823,7,8,4,0.5833333333333334,0.04166666666666666,0.375
72,19,72,2,1232,1,4,9,0.0,0.9783080260303688,0.02169197396963124
74,19,74,0,1683,9,3,1,1.0,0.0,0.0
76,19,76,0,1430,8,1,3,0.6137142857142858,0.0,0.3862857142857143
78,19,78,1,1021,5,7,1,0.05813953488372092,0.9418604651162792,0.0
80,19,80,0,1053,8,3,5,1.0,0.0,0.0
82,19,82,2,1188,2,1,8,0.4551724137931034,0.0,0.5448275862068965
84,19,84,0,1063,9,4,5,0.7489711934156379,0.25102880658436216,0.0
86,19,86,0,1009,3,5,1,0.03484320557491289,0.9651567944250872,0.0
88,19,88,2,854,9,4,8,0.4579831932773109,0.0,0.5420168067226889
90,19,90,0,1641,7,8,4,0.8643564356435643,0.0,0.13564356435643565
0,20,0,2,4308,2,7,5,0.12598225602027882,0.141191381495564,0.7328263624841571
2,20,2,0,7255,5,2,3,0.5282481642439683,0.08047355012737899,0.3912782856286528
4,20,4,2,2536,3,4,7,0.2252828332513527,0.2547958681751107,0.5199212985735366
6,20,6,1,5857,1,3,4,0.12169103121295932,0.2996839193994469,0.5786250493875938
8,20,8,1,2614,2,4,3,0.11105947955390334,0.6212825278810409,0.2676579925650557
10,20,10,0,6934,7,2,3,0.3730940279542567,0.07909783989834816,0.5478081321473952
12,20,12,2,8186,4,2,3,0.17482517482517482,0.34965034965034963,0.4755244755244755
